Film_title,Director,Cast,Average_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Hugo the Hippo,Bill Feigenbaum,"['Burl Ives', 'Robert Morley', 'Paul Lynde', 'Jesse Emmett', 'Ronnie Cox', 'Percy Rodriguez', 'Len Maxwell', 'Marie Osmond', 'Jimmy Osmond', 'Don Marshall', 'Frank Welker', 'Nancy Wible', 'Jerry Hausner']",3.42,"['Adventure', 'Family', 'Animation']",0.09834254143646409,"['Hungary', 'USA']",English,['English'],"The Sultan of Zanzibar has a harbor infested with sharks, which makes it impossible for ships to trade with him. In an attempt to fix the problem, he brings twelve hippos into the harbor to keep the sharks away. His idea works well enough, but once the hippos are no longer a novelty and the people no longer feed them, they begin to starve. After the hungry hippos rampage through the city looking for food, Aban-Khan, the king's adviser, slaughters all the hippos except one, a little hippo named Hugo.","['Pannónia Filmstúdió', 'Brut Productions']",9.777690351710065e-05,0.001184614446572271,3.661913137223237e-05,3.067484662576687e-06,0.016778523489932886,0.016778523489932886,0.016778523489932886,0.06375838926174497,0.08053691275167785,0.2181208053691275,0.27181208053691275,0.18120805369127516,0.040268456375838924,0.09395973154362416,7.284216691269232e-05,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heidi's Song,Robert Taylor,"['Lorne Greene', 'Sammy Davis Jr.', 'Margery Grey', 'Pamelyn Ferdin', 'Michael Bell', 'Peter Cullen', 'Roger DeWitt', 'Richard Erdman', 'Fritz Feld', 'Burr DeBenning', 'Joan Gerber', 'Virginia Gregg', 'Janet Waldo', 'Frank Welker', 'Michael Winslow', 'Sandie Hall']",3.2685351873474158,"['Animation', 'Family']",0.10165745856353592,['USA'],English,['English'],"Orphan Heidi lives with her grandpa in Swiss Alps. She brings joy to all there. However, her aunt takes her to the city to live as a servant girl to a cold rich strict family and their nice but sad handicapped daughter.","['Hanna-Barbera Productions', 'Paramount Pictures']",4.888845175855033e-05,0.0006283931675619713,1.6478609117504567e-05,0.0,0.013888888888888888,0.04861111111111111,0.04861111111111111,0.1388888888888889,0.1111111111111111,0.2708333333333333,0.1111111111111111,0.06944444444444445,0.013888888888888888,0.1736111111111111,3.519889944774394e-05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Water Babies,Lionel Jeffries,"['James Mason', 'Bernard Cribbins', 'Billie Whitelaw', 'Tommy Pender', 'Samantha Gates', 'Joan Greenwood', 'David Tomlinson', 'Jon Pertwee', 'David Jason', 'Una Stubbs']",3.13,"['Music', 'Animation', 'Adventure', 'Family', 'Fantasy']",0.0994475138121547,"['UK', 'Poland']",English,['English'],"Grimes, an amoral chimney sweep, occasionally likes to steal valuables from his clients. One day, on the verge of being caught, he frames his young apprentice, Tom, for the crime. Tom runs away and jumps into a river where, instead of drowning, he finds himself transformed into a mystical aquatic creature. Swimming and breathing effortlessly, he discovers a colorful underwater world replete with creatures both cruel and kind.",Unknown,0.0002804349378433379,0.0009768091812596981,7.763255850913262e-05,3.067484662576687e-06,0.012032085561497326,0.04144385026737968,0.04411764705882353,0.1443850267379679,0.15508021390374332,0.2914438502673797,0.09491978609625669,0.11229946524064172,0.017379679144385027,0.08689839572192513,0.0001828387276868921,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Raggedy Ann & Andy: A Musical Adventure,Richard Williams,"['Claire Williams', 'Didi Conn', 'Mark Baker', 'Fred Stuthman', 'Niki Flacks', 'George S. Irving', 'Arnold Stang', 'Joe Silver', 'Alan Sues', 'Marty Brill', 'Paul Dooley', 'Mason Adams', 'Allen Swift', 'Hetty Galen', 'Sheldon Harnick', 'Ardyth Kaiser', 'Margery Gray', 'Lynne Stuart', 'Joe Raposo']",3.72,"['Fantasy', 'Music', 'Comedy', 'Adventure', 'Family', 'Animation']",0.09171270718232045,"['UK', 'USA']",English,['English'],"Raggedy Ann and Andy, along with other toys, reside in the nursery of a little girl named Marcella. During Marcella's seventh birthday, Babette, from France, is introduced as the new doll from a large package. Meanwhile, the lecherous Captain Contagious kidnaps Babette in his pirate ship and escapes from the nursery. Ann and Andy must explore and find Babette in the Deep Deep Woods to save her.","['ITT Inc.', 'Lester Osterman Productions', 'The Bobbs-Merrill Company', '20th Century Fox', 'Richard Williams Productions']",0.0010424403729303489,0.004057802216672453,0.000905957310149029,0.00050920245398773,0.004137931034482759,0.010206896551724139,0.008551724137931035,0.027310344827586208,0.04744827586206896,0.14786206896551723,0.16993103448275862,0.22289655172413794,0.0993103448275862,0.2623448275862069,0.0008860834062366095,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Gallavants,Art Vitello,"['Robert Lydiard', 'Vic Perrin', 'Peter Cullen', 'Joyce Gittlin', 'Frank Welker', 'Fred Travalena', 'Barry Gordon', 'Diane Pershing', 'Jane Hamilton', 'B.J. Ward', 'Wendy Hoffmann', 'Fred McGrath', 'Charlie Callas', 'Ken Sansom', 'Katie Leigh']",3.2685351873474158,"['Family', 'Animation']",0.10828729281767957,['USA'],English,['English'],"""In life you have to work fo what you want,"" Shando's wise old teacher tells him. Shando wants to become a music ant but first he must earn the kabump that all working adult ants have. However, Shando spends his time daydreaming and instead of earning his kabump, he acquires a fake one. He soon learns that true success comes only with hard work and honesty.","['Marvel Productions', 'Mediafare Entertainment']",5.331535880755292e-05,0.00041934355934333535,1.5013843862615273e-05,3.067484662576687e-06,0.036036036036036036,0.0990990990990991,0.04504504504504504,0.18018018018018017,0.13513513513513514,0.2072072072072072,0.09009009009009009,0.07207207207207207,0.009009009009009009,0.12612612612612611,2.7132484990969284e-05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Care Bears Movie,Arna Selznick,"['Mickey Rooney', 'Jackie Burroughs', 'Georgia Engel', 'Sunny Besen Thrasher', 'Eva Almos', 'Patricia Black', 'Melleny Melody', 'Bob Dermer', 'Jayne Eastwood', 'Billie Mae Richards', 'Harry Dean Stanton']",3.02,"['Adventure', 'Fantasy', 'Family', 'Animation', 'Comedy']",0.08176795580110498,['Canada'],English,['English'],The Care Bears team up with a troubled brother and sister who just moved to a new town to help a neglected young magician's apprentice whose evil spell book causes sinister things to happen.,"['Nelvana', 'Those Characters From Cleveland', 'American Greetings', 'Astral Films', 'The Samuel Goldwyn Company', 'Metro-Goldwyn-Mayer']",0.003133865242254789,0.0049636838522865425,0.0007763255850913263,0.00014723926380368098,0.021728786677240285,0.04203013481363997,0.0499603489294211,0.16463124504361618,0.13830293417922285,0.23996827914353688,0.09151467089611419,0.11086439333862014,0.02014274385408406,0.12085646312450436,0.0015411740348473995,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Elm Chanted Forest,Milan Blažeković,nan,3.53,"['Fantasy', 'Animation']",0.08950276243093924,['Yugoslavia'],Serbo-Croatian,"['Serbo-Croatian', 'English', 'French', 'German']","A painter falls asleep beneath a magical elm tree and awakens with magical powers that allow him to communicate with the creatures of the forest. In the limited time that he possesses these powers, he must help save the forest from the threat of the evil Cactus King.",['Zagreb Film'],0.00016244824127644282,0.0006856329412408837,7.39706453719094e-05,1.2269938650306748e-05,0.01182033096926714,0.026004728132387706,0.02364066193853428,0.06382978723404255,0.0851063829787234,0.1276595744680851,0.1607565011820331,0.1773049645390071,0.09219858156028368,0.23167848699763594,0.00010339676712774781,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Little Pony: The Movie,Mike Joens,"['Madeline Kahn', 'Danny DeVito', 'Cloris Leachman', 'Rhea Perlman', 'Tony Randall', 'Tammy Amerson', 'Alice Playten', 'Sheryl Bernstein', 'Charlie Adler', 'Jon Bauman', 'Susan Blu', 'Cathy Cavadini', 'Nancy Cartwright', 'Peter Cullen', 'Sherry Lynn', 'Michael Bell', 'Laura Dean', 'Ellen Gerstell', 'Keri Houlihan', 'Katie Leigh', 'Scott Menville', 'Laurel Page', 'Sarah Partridge', 'Russi Taylor', 'Jill Wayne', 'Frank Welker']",3.12,"['Family', 'Animation']",0.09281767955801105,['USA'],English,['English'],"The first day of Spring is on its way and the Little Ponies are preparing for it with a big festival. But all the fun may come to an end if the witch Hydia has her way! Can the Ponies defeat Hydia and her evil daughters, Reeka and Draggle? More importantly, can they save Ponyland from the witches’ concoction, the strange purple goo called Smooze, that’s threatening to bury the whole town?","['Sunbow Productions', 'Marvel Productions']",0.0008975072856303944,0.002007125107480119,0.0002914882857229697,7.975460122699386e-05,0.028423772609819122,0.06046511627906977,0.05839793281653747,0.11627906976744186,0.10697674418604651,0.20671834625322996,0.09767441860465116,0.12093023255813953,0.027906976744186046,0.17622739018087855,0.00047298521132905916,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Chipmunk Adventure,Janice Karman,"['Ross Bagdasarian, Jr.', 'Janice Karman', 'Dody Goodman', 'Susan Tyrrell', 'Anthony De Longis', 'Frank Welker', 'Nancy Cartwright', 'Philip L. Clarke', 'Ken Sansom', 'George Poulos', 'Charlie Adler', 'Patrick Pinney', 'Jack Angel', 'Mel Blanc', 'Laura Summer']",3.34,"['Comedy', 'Music', 'Family', 'Animation', 'Adventure']",0.08287292817679559,['USA'],English,['English'],"The Chipmunks and the Chipettes go head to head in a hot air balloon race, and the winner gets $10,000. Unbeknownst to the participants, the ""race"" is actually a diamond smuggling ring!","['Bagdasarian Productions', 'The Samuel Goldwyn Company']",0.001994802811124471,0.0037380060898141824,0.0008129447164635586,0.00017177914110429448,0.008568443051201672,0.02089864158829676,0.02445141065830721,0.08087774294670846,0.10470219435736677,0.2564263322884012,0.15256008359456635,0.1659352142110763,0.03845350052246604,0.1471264367816092,0.0011696300962323245,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Pinocchio and the Emperor of the Night,Hal Sutherland,"['Scott Grimes', 'Tom Bosley', 'Rickie Lee Jones', 'James Earl Jones', 'Don Knotts', 'Ed Asner', 'Lana Beeson', 'Linda Gary', 'Jonathan Harris', 'Frank Welker', 'William Windom']",3.13,"['Animation', 'Family', 'Adventure']",0.08950276243093924,['USA'],English,['English'],"Pinocchio and his friends, a glow worm and a marionette, search for a magic music box, putting them in danger from the evil Scalawag and the Emperor of the Night.",['Filmation Associates'],0.00016110092173978987,0.0009544110089505586,4.614010552901279e-05,3.067484662576687e-06,0.016563146997929608,0.047619047619047616,0.057971014492753624,0.16149068322981366,0.19047619047619047,0.2484472049689441,0.11387163561076605,0.10351966873706005,0.016563146997929608,0.043478260869565216,0.00011806297523097445,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Babar: The Movie,Alan Bunce,"['Gordon Pinsent', 'Elizabeth Hanna', 'Lisa Yamanaka', 'Marsha Moreau', 'Bobby Becken', 'Amos Crawley', 'Gavin Magrath', 'Sarah Polley', 'Charles Kerr', 'Ray Landry']",3.34,"['Animation', 'Fantasy', 'Family', 'Adventure']",0.07513812154696134,"['Canada', 'France']",English,"['English', 'French']","Children's book authors Jean and Laurent de Brunhoff's most beloved elephant comes to the big screen in this animated family tale. Elephant monarch King Babar tells the tale, that unfolds via flashback, of how a much-younger Barbar and his girlfriend Celeste save her village from the pugnacious rhinoceroses that have come to raid it.","['Astral Films', 'Forum Distribution', 'Nelvana', 'Ellipse Programme', 'The Clifford Ross Company']",0.0006155325540308816,0.0013065600513664753,0.00012560362060675705,1.2269938650306748e-05,0.006134969325153374,0.020157756354075372,0.018404907975460124,0.07712532865907099,0.13321647677475898,0.32077125328659073,0.17791411042944785,0.1375985977212971,0.02716914986853637,0.08150744960560911,0.0002789023907630266,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The BFG,Brian Cosgrove,"['David Jason', 'Amanda Root', 'Angela Thorne', 'Ballard Berkeley', 'Michael Knowles', 'Don Henderson', 'Mollie Sugden', 'Frank Thornton', 'Myfanwy Talog', 'Jimmy Hibbert', 'Sharon Campbell']",3.27,"['Fantasy', 'Family', 'Animation']",0.09392265193370167,['UK'],English,"['English', 'Danish']","Sophie is snatched from her orphanage early one morning by the BFG (Big Friendly Giant), whom she witnesses engaged in mysterious activities. She is soon put at ease, as she learns that BFG's job is to collect, catalog and deliver pleasant dreams to children. She joins him that night, but a mean giants follow them, planning to eat the children of the world.",['Cosgrove Hall Films'],0.0033715709033642757,0.00368076631613527,0.0007547202975817092,7.668711656441718e-05,0.00567956676793026,0.015189539030511161,0.02166160348698983,0.07911768590674943,0.10685510500594374,0.3303394531765949,0.20261524237220974,0.1511028926165632,0.02469951129309206,0.06273940034341567,0.0018506310258254817,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Happily Ever After,John Howley,"['Irene Cara', 'Malcolm McDowell', 'Dom DeLuise', 'Carol Channing', 'Phyllis Diller', 'Zsa Zsa Gabor', 'Linda Gary', 'Ed Asner', 'Jonathan Harris', 'Sally Kellerman', 'Tracey Ullman', 'Michael Horton', 'Frank Welker']",2.77,"['Family', 'Animation']",0.08066298342541438,['USA'],English,['English'],"The Wicked Queen is dead but her brother, Lord Maliss, seeks for revenge. Using the Magic Mirror to locate Snow White and the Prince, he transforms into a dragon and attacks. Maliss takes the Prince to the Realm of Doom. Snow White, with the aid of the Seven Dwarfesses, cousins of the Sevens Dwarves, must embark on a quest to save her true love.","['Kel Air Productions', 'Filmation Associates']",0.0007689345069897975,0.0018814464739677242,0.00018639137868466278,1.2269938650306748e-05,0.03506493506493506,0.08051948051948052,0.06753246753246753,0.19935064935064936,0.13896103896103895,0.20909090909090908,0.08961038961038961,0.08311688311688312,0.014935064935064935,0.08181818181818182,0.00037643267464948374,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Nutcracker Prince,Paul Schibli,"['Kiefer Sutherland', 'Megan Follows', 'Mike MacDonald', ""Peter O'Toole"", 'Phyllis Diller', 'Peter Boretski', 'Stephanie Morgenstern', 'George Merner', 'Lynne Gorman', 'Christopher Owens', 'Noam Zylberman', 'Marvin Goldhar', 'Len Carlson', 'Elizabeth Hanna', 'Susan Roman', 'Mona Waserman', 'Diane Stapley', 'Theresa Sears']",3.26,"['Family', 'Animation']",0.08066298342541438,['Canada'],English,['English'],"After young Clara receives a wooden nutcracker as a Christmas gift, she dreams about a fantastical battle between her Nutcracker Prince and the evil Mouse King. At stake is the Nutcracker's freedom - and Clara's future happiness.","['Lacewood Productions', 'Hinton Animation Studios', 'The Ontario Film Development Corporation', 'Allied Filmmakers']",0.0006798189433511802,0.0020792969960317905,0.00022923576239017464,4.60122699386503e-05,0.00785024154589372,0.025362318840579712,0.035628019323671496,0.10748792270531402,0.1213768115942029,0.25422705314009664,0.1473429951690821,0.1431159420289855,0.04106280193236715,0.11654589371980677,0.00040478734364905527,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Magic Riddle,Yoram Gross,"['Ross Higgins', 'Robyn Moore', 'Keith Scott']",3.2685351873474158,['Animation'],0.10055248618784532,nan,English,['English'],"The Magic Riddle is a 1991 Australian animated feature film directed and written by Yoram Gross. The film's plot features elements of famous fairytales including Cinderella, Snow White and the Seven Dwarfs, Little Red Riding Hood and Pinocchio. Robyn Moore provides the voice of Cindy and various other characters.",['Yoram Gross Films'],5.5240101002771433e-05,0.0004927597908010706,2.16052875096171e-05,3.067484662576687e-06,0.07741935483870968,0.1032258064516129,0.03870967741935484,0.14193548387096774,0.09032258064516129,0.15483870967741936,0.06451612903225806,0.13548387096774195,0.01935483870967742,0.17419354838709677,3.788770426666882e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hugo, the Jungle Creature","Flemming Quist Møller, Stefan Fjeldmark","['Jesper Klein', 'Kaya Brüel', 'Søs Egelind', 'Jytte Abildstrøm', 'Mark Camacho', 'Anne Marie Ottersen']",3.24,"['Animation', 'Family']",0.07845303867403315,['Denmark'],Danish,['Danish'],"This film introduces us to Hugo, a one-of-a-kind animal who lives in a jungle. Youthful and carefree, Hugo is prone to playing practical jokes on his friends, Zig and Zag the monkeys. His idyllic lifestyle is interrupted when he is captured by CEO of a famed movie company, Conrad Cupmann, to be co-star in a Hollywood-style film. In order to return from Copenhagen to his jungle home, he must escape with the help of a newly found friend, Rita the fox.","['A. Film Production', 'Per Holst Filmproduktion']",0.0005697236897846809,0.0008785060916806966,8.422400215613445e-05,9.202453987730062e-06,0.00676328502415459,0.03864734299516908,0.03285024154589372,0.1246376811594203,0.1497584541062802,0.3391304347826087,0.13719806763285025,0.09565217391304348,0.015458937198067632,0.05990338164251208,0.00025299208978065953,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Princess and the Goblin,József Gémes,"['Joss Ackland', 'Claire Bloom', 'Roy Kinnear', 'Sally Ann Marsh', 'Peggy Mount', 'Peter Murray', 'Victor Spinetti', 'Mollie Sugden', 'Robin Lyons', 'Rik Mayall']",3.17,"['Fantasy', 'Adventure', 'Family', 'Animation']",0.08839779005524863,"['Hungary', 'UK', 'Japan', 'Denmark', 'USA']",English,['English'],The story is about the Princess Irene and a young warrior boy named Curty. Irene must use her magic power to fight off goblins and save the kingdom.,"['Siriol Productions', 'Pannónia Filmstúdió', 'Sianel 4 Cymru (S4C)', 'NHK Enterprises', 'Plaza Entertainment', 'A. Film Production']",0.000991434704757058,0.002575789815551051,0.00033213552154614764,7.975460122699386e-05,0.016643550624133148,0.030975496994914472,0.04299583911234397,0.10633379565418401,0.1317614424410541,0.26629680998613037,0.12575127138233935,0.12713823393435045,0.019879796578825704,0.13222376329172444,0.0005287168021213204,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Freddie as F.R.O.7.,Jon Acevski,"['Ben Kingsley', 'Brian Blessed', 'Nigel Hawthorne', 'Jonathan Pryce', 'Prunella Scales', 'Michael Hordern', 'Jenny Agutter', 'David Ashton', 'Jenny Funnell', 'Edmund Kingsley', 'Phyllis Logan', 'Victor Maddern', 'Bruce Purchase', 'John Sessions', 'Billie Whitelaw']",2.81,"['Adventure', 'Science Fiction', 'Fantasy', 'Animation', 'Family']",0.09834254143646409,['UK'],English,['English'],"The story about a man-sized frog named Prince Frederic who is turned into a frog by his wicked aunt Messina and hired by British Intelligence to solve the mysterious disappearances of some of Britain's greatest monuments. Several hundred years later, Freddie is now living in modern day Paris -- a six-foot-tall amphibian with the moniker Secret Agent F.R.O.7. Messina, too, is still around causing mischief, joining forces with an arch-villain named El Supremo in a scheme to shrink Big Ben. Freddie, alerted to Messina's nefarious plans, gathers his fellow agents Daffers and Scottie together, planning to hide out in Big Ben and surprise the evil doers when they are set to strike at the much-loved British landmark.","['Miramax', 'The Rank Organisation']",0.00022538731106008832,0.0009544110089505586,4.211200107806723e-05,0.0,0.08260105448154657,0.1616871704745167,0.13708260105448156,0.19332161687170474,0.13532513181019332,0.140597539543058,0.061511423550087874,0.03866432337434095,0.005272407732864675,0.043936731107205626,0.00013908454017893263,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Blinky Bill,Yoram Gross,"['Keith Scott', 'Robyn Moore']",3.33,"['Animation', 'Family']",0.10055248618784532,['Australia'],English,['English'],"The film tells the story of Blinky Bill’s childhood with his animal friends in the Australian bush. The peace and charm of their existence is shattered by the destruction of their homes by humans. Blinky Bill rallies his friends, in a series of exciting adventures, as they battle to protect their homes from destruction and as he rescues his mother from captivity.","['Yoram Gross Films', 'Australian Film Finance Corporation', 'New South Wales Film & Television Office']",0.0001526320560808284,0.0004964928195192606,3.039387903895287e-05,0.0,0.0189873417721519,0.022151898734177215,0.05063291139240506,0.07911392405063292,0.1360759493670886,0.2974683544303797,0.14240506329113925,0.12658227848101267,0.0031645569620253164,0.12341772151898735,7.72420293436603e-05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Land Before Time II: The Great Valley Adventure,Roy Allen Smith,"['Scott McAfee', 'Candace Hutson', 'Heather Hogan', 'Jeff Bennett', 'Rob Paulsen', 'Linda Gary', 'Kenneth Mars', 'John Ingle', 'Tress MacNeille']",3.12,"['Family', 'Adventure', 'Animation']",0.07845303867403315,"['South Korea', 'USA']",English,['English'],"This time, while building a hideaway in their new home of the Great Valley, Littlefoot and the gang rescue a mysterious egg from two scheming egg-nappers and make a starling surprise - and new friend - when the egg hatches.","['Universal Cartoon Studios', 'AKOM Production Company']",0.008400729785250739,0.005335742381199472,0.0012399237882637882,6.748466257668711e-05,0.00916204106199425,0.02628235136761854,0.029693038186317126,0.13027486123185983,0.14425198956731092,0.3349829465659065,0.11656523774493413,0.11469270380525647,0.02327292182170802,0.07082190864709423,0.0036550634961257994,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thumbelina,"Don Bluth, Gary Goldman","['Jodi Benson', 'Gino Conforti', 'Barbara Cook', 'Will Ryan', 'June Foray', 'Kenneth Mars', 'Gary Imhoff', 'Joe Lynch', 'Charo', 'Danny Mann', 'Loren Lester', 'Kendall Cunningham', 'Tawny Sunshine Glover', 'Michael Nunes', 'Gilbert Gottfried', 'Pat Musick', 'Neil Ross', 'Carol Channing', 'John Hurt', 'Tony Jay', 'Randy Crenshaw', 'Stevie Vallance']",3.09,"['Fantasy', 'Music', 'Animation', 'Family', 'Romance']",0.09281767955801105,"['USA', 'Ireland']",English,['English'],"Born of a flower and growing to only a couple of inches tall, poor Thumbelina is worried she'll never meet someone her own size, until she happens to catch the eye of Prince Cornelius of the Fairies. Just as soon as she finds love, however, it's torn away from her when she is kidnapped by Ms. Toad. Now Thumbelina has to escape Ms. Toad's grasp and search for Prince Cornelius. Luckily, there's a whole city of animals willing to help her.","['Don Bluth Entertainment', 'Don Bluth Ireland']",0.0141574412169298,0.014961979102505235,0.0036227306666549485,0.0008190184049079754,0.012873953299642185,0.03803165000553322,0.0421262311409495,0.13364565273525397,0.12272676970747722,0.2556346600759895,0.11062746689291379,0.13552694677044524,0.02633811649267771,0.12246855287911763,0.006626437257839517,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
The Swan Princess,Richard Rich,"['Jack Palance', 'Howard McGillin', 'Michelle Nicastro', 'Liz Callaway', 'John Cleese', 'Steven Wright', 'Steve Vinovich', 'Mark Harelik', 'James Arrington', 'Davis Gaines', 'Joel McKinnon Miller', 'Dakin Matthews', 'Sandy Duncan', 'Brian Nissen', 'Adam Wylie', 'Adrian Zahiri', 'Tom Alan Robbins', 'Bess Hopper', 'Jon Joyce', 'Susan Boyd', 'Catte Adams', 'Angie Jaree', 'Bobbi Page', 'Amick Byram', 'Kerry Katz', 'Stephen W. Amerson', 'Gary Stockdale', 'Susie Stevens-Logan', 'Rick Logan', 'Randy Crenshaw', 'Carmen Twillie', 'Susan McBride', 'Tampa M. Lann', 'Sally Stevens', 'Debbie Hall', 'Bob Joyce', 'Oren Waters', 'Michael Dees', 'Jim Haas', 'Beth Andersen']",3.2,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",0.09613259668508288,['USA'],English,['English'],"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",['Rich Animation Studios'],0.017039550180050007,0.01550202392373671,0.00498606092764316,0.0008895705521472393,0.007295834313956225,0.02502549619518318,0.02829423916738579,0.1048351246044821,0.11087576161711252,0.2671478256321749,0.138019403258283,0.15791951047305247,0.03124918281425695,0.12933762192411286,0.009347507734591498,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Hunchback of Notre Dame,"Takashi Masunaga, Toshiyuki Hiruma","['Tony Ail', 'Nathan Aswell', 'Bailee Reid', 'Kathleen Barr', 'Garry Chalk', 'Lillian Carlson', 'Michael Donovan', 'Kent Gallie', 'Philip Maurice Hayes', 'Roger Kelly', 'Terry Klassen', 'Joanne Lee', 'Andrea Libman', 'Ellen Kennedy', 'Ian James Corlett', 'Jesse Moss']",3.2685351873474158,"['Drama', 'Adventure', 'Animation']",0.05193370165745857,"['Japan', 'USA']",German,['German'],"The classic tale of a loveable, outcast hunchback and the gypsy girl he adores is transformed into a musical, warmhearted animated classic in this delightfully updated version of a stirring masterpiece.","['Cayre Brothers', 'Jetlag Productions', 'GoodTimes Entertainment']",8.237896595535252e-05,0.0004367643600282217,1.4281461235170626e-05,3.067484662576687e-06,0.04242424242424243,0.07272727272727272,0.07272727272727272,0.15151515151515152,0.12727272727272726,0.19393939393939394,0.07878787878787878,0.13333333333333333,0.024242424242424242,0.10303030303030303,4.033207228387326e-05,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hercules,"Toshiyuki Hiruma, Takashi Masunaga",['Jesse Moss'],3.25,"['Family', 'Adventure', 'Animation']",0.05303867403314918,"['Japan', 'USA']",English,['English'],"In Ancient Greece in the land far away, when people read Greek mythology came the time of legend – the greatest son of Zeus – Hercules. Hercules was once destined to be the King of Mycenae as his father Zeus had planned but his jealous stepmother Hera had other plans.","['Jetlag Productions', 'GoodTimes Entertainment', 'Cayre Brothers']",8.199401751630881e-05,0.00042556527387365193,1.9041948313560832e-05,6.134969325153374e-06,0.03755868544600939,0.046948356807511735,0.046948356807511735,0.1267605633802817,0.107981220657277,0.2863849765258216,0.11737089201877934,0.11267605633802817,0.018779342723004695,0.09859154929577464,5.2065038766454575e-05,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Secret of the Hunchback,"Ken C. Johnson, Mike Joens",nan,3.01,"['Animation', 'Family']",0.05303867403314918,nan,English,['English'],"After being arrested by the sinister sheriff, Quasimodo must reveal an amazing secret in order to save himself, his friends, and the cathedral. Victor Hugo's timeless story is brought to life in this lively animated version. You'll meet the deformed Quasimodo; the lovely Gypsy girl, Esmeralda; and Frollo, the devious official who threatens them. An enchanting tale.",['Stillwater Production Company'],7.140793544260698e-05,0.0004728503043040577,1.281669598028133e-05,0.0,0.125,0.1971153846153846,0.07692307692307693,0.12980769230769232,0.08173076923076923,0.17307692307692307,0.04326923076923077,0.09134615384615384,0.019230769230769232,0.0625,5.084285475785235e-05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
